
Hotel Sudarshan,Phalka,4100,https://d1ha4q9jvugw4k.cloudfront.net/public_media/cache/33/4f/334f3acb0d2f04d31bf199a9504e5710.jpg,3.0,https://www.mistay.in/hotels-in-gwalior/otel-sudarshan/?checkin_slot=1&checkin_date=2019-10-22&guest_count=2&slot_count=6&room_count=1,MISTAY
Hotel The Vedas,Deen,6598,https://d1ha4q9jvugw4k.cloudfront.net/public_media/cache/62/45/62453262f650d65b0554948817c6317b.jpg,3.0,https://www.mistay.in/hotels-in-gwalior/tel-the-vedas/?checkin_slot=1&checkin_date=2019-10-22&guest_count=2&slot_count=6&room_count=1,MISTAY
Hotel Siddhi Vinayak,Lashkar,3200,https://d1ha4q9jvugw4k.cloudfront.net/public_media/cache/ff/a6/ffa64f2a04f4bfd49dfefd40a989da0d.jpg,3.0,https://www.mistay.in/hotels-in-gwalior/tel-siddhi-vinayak/?checkin_slot=1&checkin_date=2019-10-22&guest_count=2&slot_count=6&room_count=1,MISTAY
Hotel Bellevue,Patel,SOLD OUT,https://d1ha4q9jvugw4k.cloudfront.net/public_media/cache/48/d9/48d985b7f92a6ac57bd47efa5e8f3ec3.jpg,3.0,https://www.mistay.in/hotels-in-gwalior/otel-bellevue/?checkin_slot=1&checkin_date=2019-10-22&guest_count=2&slot_count=6&room_count=1,MISTAY
Hotel Banjara Gwalior,Jayendraganj,SOLD OUT,https://d1ha4q9jvugw4k.cloudfront.net/public_media/cache/ff/5d/ff5d69cd161b0a5a7b7df88a6b6ab12d.jpg,1.0,https://www.mistay.in/hotels-in-gwalior/tel-banjara-gwalior/?checkin_slot=1&checkin_date=2019-10-22&guest_count=2&slot_count=6&room_count=1,MISTAY
