NAME,LOCATION,City,IMAGE,RATING,BOOK NOW
Hotel pushpamala pvt ltd,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1143048_5291.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-pushpamala-pvt-ltd_BUDGET_STAYS_HOTEL_QT
Brahma Inn,Bannerghatta Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1063.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Brahma-Inn_BUDGET_STAYS_HOTEL_PPWs
SVM Lodge,Marthahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/j168.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/SVM-Lodge_BUDGET_STAYS_HOTEL_PVY
Sapphire Inn,Lakasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/j173.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sapphire-Inn_BUDGET_STAYS_HOTEL_PWT
Soundarya Hotel,Dasarahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/j1054.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Soundarya-Hotel_BUDGET_STAYS_HOTEL_PPVt
HOTEL R R INTERNATIONAL,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1143171_5352.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/HOTEL-R-R-INTERNATIONAL_BUDGET_STAYS_HOTEL_PX
Berrys hotel-phg,Kadubeesanahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/j1893.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Berrys-hotel-phg_BUDGET_STAYS_HOTEL_PXZs
MAS RESIDENCY,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1164719_6947.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/MAS-RESIDENCY_BUDGET_STAYS_HOTEL_Q
HOTEL PREMIUM COMFORTS,Jalahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1150312_6239.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/HOTEL-PREMIUM-COMFORTS_BUDGET_STAYS_HOTEL_WV
Azaa Stays,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/j9.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Azaa-Stays_BUDGET_STAYS_HOTEL_X
Sri comforts,Rama Krishna Puram , Bangalore,https://jiwirooms.com/app/hotel_logo/j45.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-comforts_BUDGET_STAYS_HOTEL_SU
Hotel J. M comforts,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j46.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-J.-M-comforts_BUDGET_STAYS_HOTEL_SV
Hotel Shalimar,B.V.K.Iyengar Road , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1147073_10206.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Shalimar_BUDGET_STAYS_HOTEL_PQU
Escape Hotels,Indiranagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j1797.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Escape-Hotels_BUDGET_STAYS_HOTEL_PWZw
Sri Vishnu Paradise Lodge,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j14.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-Vishnu-Paradise-Lodge_BUDGET_STAYS_HOTEL_PT
Vasanth Raj Paradise,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/event_989080_1029.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Vasanth-Raj-Paradise_BUDGET_STAYS_HOTEL_VW
Hotel Tiara,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1134419_5254.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Tiara_BUDGET_STAYS_HOTEL_S
Sri Krishna regency,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/j75.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-Krishna-regency_BUDGET_STAYS_HOTEL_VU
Paravathi Palace Lodging, Cottonpet  , Bangalore,https://jiwirooms.com/app/hotel_logo/j1776.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Paravathi-Palace-Lodging_BUDGET_STAYS_HOTEL_PWXv
THE ROYAL COMFORT,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1147662_6014.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/THE-ROYAL-COMFORT_BUDGET_STAYS_HOTEL_PQX
THE PARK RESIDENCY,Residency Road , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1145964_5972.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/THE-PARK-RESIDENCY_BUDGET_STAYS_HOTEL_PQY
Golf Inn,Domlur , Bangalore,https://jiwirooms.com/app/hotel_logo/j1795.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Golf-Inn_BUDGET_STAYS_HOTEL_PWZu
Hibiscus Inn,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1149873_10433.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hibiscus-Inn_BUDGET_STAYS_HOTEL_XT
BRIGADE ROYALE,M.G Road , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1147661_5992.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/BRIGADE-ROYALE_BUDGET_STAYS_HOTEL_PQW
Mathrushree residency,Rajajinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j1778.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Mathrushree-residency_BUDGET_STAYS_HOTEL_PWXx
Hotel Espee Residency,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/Hotel Espee Residency.Room Cat 1 Photo 1.022828.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Espee-Residency_BUDGET_STAYS_HOTEL_RY
CROWN ORCHID Luxury homes,Hosur Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1938.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/CROWN-ORCHID-Luxury-homes_BUDGET_STAYS_HOTEL_PYTx
Soundarya Hotel,Dasarahali , Bangalore,https://jiwirooms.com/app/hotel_logo/j228.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Soundarya-Hotel_BUDGET_STAYS_HOTEL_QRY
I Nest Suites,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1134415_5218.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/I-Nest-Suites_BUDGET_STAYS_HOTEL_T
Pai Comforts,J P Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j1045.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Pai-Comforts_BUDGET_STAYS_HOTEL_PPUu
T S ROYAL GRAND HOTEL,chandapura , Bangalore,https://jiwirooms.com/app/hotel_logo/j1942.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/T-S-ROYAL-GRAND-HOTEL_BUDGET_STAYS_HOTEL_PYUr
Hotel Garden city,BEL Road , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1150128_5723.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Garden-city_BUDGET_STAYS_HOTEL_WY
S.K.R. LODGE,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/j109.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/S.K.R.-LODGE_BUDGET_STAYS_HOTEL_PPZ
Citizen lodging,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1147430_5625.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Citizen-lodging_BUDGET_STAYS_HOTEL_VT
S.R Guest House,Lakasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/j174.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/S.R-Guest-House_BUDGET_STAYS_HOTEL_PWU
Hotel Akshay Lodge,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1024158_1302.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Akshay-Lodge_BUDGET_STAYS_HOTEL_RPQ
Niche Suites,Domlur , Bangalore,https://jiwirooms.com/app/hotel_logo/j224.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Niche-Suites_BUDGET_STAYS_HOTEL_QRU
NAVANIDHI COMFORTS,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/j110.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/NAVANIDHI-COMFORTS_BUDGET_STAYS_HOTEL_PQQ
Avenue Inn,Frozen Town , Bangalore,https://jiwirooms.com/app/hotel_logo/j1789.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Avenue-Inn_BUDGET_STAYS_HOTEL_PWYy
Emerald Suites,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/j1868.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Emerald-Suites_BUDGET_STAYS_HOTEL_PXWx
Dass Suites Koramangala,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/Dass Suites Koramangala.Other Photo 2.104126.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Dass-Suites-Koramangala_BUDGET_STAYS_HOTEL_QRT
Honnagiri Residency,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j43.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Honnagiri-Residency_BUDGET_STAYS_HOTEL_SS
Shivas Paravathi Palace,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/j80.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Shivas-Paravathi-Palace_BUDGET_STAYS_HOTEL_WP
Sri venkatadri residency,BEL Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j92.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-venkatadri-residency_BUDGET_STAYS_HOTEL_XR
Golf Inn,Domlur , Bangalore,https://jiwirooms.com/app/hotel_logo/Golf Inn.Room Cat 2 Photo 1.035829.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Golf-Inn_BUDGET_STAYS_HOTEL_QRQ
Capital Residency,Brigade Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1858.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Capital-Residency_BUDGET_STAYS_HOTEL_PXVx
hotel S G inn,giriyamacircle , Bangalore,https://jiwirooms.com/app/hotel_logo/j1962.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/hotel-S-G-inn_BUDGET_STAYS_HOTEL_PYWr
DREAMZ Luxury Homes,Bommasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/j1918.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/DREAMZ-Luxury-Homes_BUDGET_STAYS_HOTEL_PYRx
MLC GATEWAY DELUXE INN,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j23.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/MLC-GATEWAY-DELUXE-INN_BUDGET_STAYS_HOTEL_QS
Hotel Royal Proud,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1149919_5525.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Royal-Proud_BUDGET_STAYS_HOTEL_XW
Hotel Ganga Sagar,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1148903_10255.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Ganga-Sagar_BUDGET_STAYS_HOTEL_PPX
Century Inn,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/Century Inn.Room Cat 2 Photo 2.063212.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Century-Inn_BUDGET_STAYS_HOTEL_PYZ
Golden Sands Bangalore,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1149148_10308.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Golden-Sands-Bangalore_BUDGET_STAYS_HOTEL_PPV
golden Residency,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/j1924.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/golden-Residency_BUDGET_STAYS_HOTEL_PYSt
Ivory Pearl,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1149627_10393.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Ivory-Pearl_BUDGET_STAYS_HOTEL_PPQ
Subhadra Lodge,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j41.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Subhadra-Lodge_BUDGET_STAYS_HOTEL_SQ
Online suites,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/j1753.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Online-suites_BUDGET_STAYS_HOTEL_PWVs
Aryan Residency,Rajajinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1148932_5636.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Aryan-Residency_BUDGET_STAYS_HOTEL_PPS
Av comforts,hunasamaranahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/j1768.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Av-comforts_BUDGET_STAYS_HOTEL_PWWx
Grand Empark,Lakasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/event_895905_2078.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Grand-Empark_BUDGET_STAYS_HOTEL_XV
Hotel City Towers Lodge,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/j221.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-City-Towers-Lodge_BUDGET_STAYS_HOTEL_QRR
